set,video,min ssim,max ssim,avg ssim,min mse,max mse,avg mse
299,rmuxlgsedw.mp4,0.15860672068512172,0.8072404415241026,0.32886754739068225,0.007308635865357192,0.09714093346487263,0.05413021663770075
299,lnjkpdviqb.mp4,0.41407187915173393,0.8302554961319096,0.5807733865424265,0.0005759003911867135,0.015894008008817795,0.006464412230436427
299,hicjuubiau.mp4,0.2746187200451791,0.8543158492497382,0.42519981263042333,0.0013673735904104359,0.12985978587629912,0.037686143078540846
299,fsaronfupy.mp4,0.14374408667015712,0.7324377122387692,0.38464895349436884,0.007935503458601969,0.05330079046893224,0.03139480449389305
299,prmwoaeeng.mp4,0.1502137955993402,0.7385955383030188,0.41861916583718656,0.00691495371682289,0.1199160614050825,0.03856719100282132
299,ucthmsajay.mp4,0.2716056584160079,0.8212963915415662,0.46521936297447974,0.0025804582192652296,0.15123654239349965,0.04007503459407199
299,fopjiyxiqd.mp4,0.20005814368036837,0.8096922558004636,0.4349059284838764,0.004006494246997073,0.041904580155724874,0.024834014818608138
299,jytrvwlewz.mp4,0.5360299728863742,0.8005704944966402,0.6519930790102796,0.005092998842900668,0.030148243095141202,0.011792786951454212
299,rmufsuogzn.mp4,0.47834368599105986,0.9268363201617997,0.5990885725564551,0.0010623577262061565,0.03397923008671528,0.014326947547248323
299,nrnklcxdzq.mp4,0.4798373679707605,0.9302452062777975,0.5888449299704268,0.0007891610949519866,0.02827983923542704,0.015165756315968651
299,dxfdovivlw.mp4,0.36749568986600584,0.7498877129856324,0.5349907417183317,0.00611571167275634,0.14220402103135998,0.034213302420105375
299,srfefmyjvt.mp4,0.22693020750140488,0.8151468067154005,0.6663694622865312,0.00268381005731173,0.10456458563960302,0.01358504024409387
299,eiwtggvtfp.mp4,0.16941384222917655,0.7592898047226102,0.4504753085747598,0.005567629984337244,0.12207753962259559,0.048963331387662574
299,fgobmbcami.mp4,0.3483547350291376,0.8752917857866885,0.5664529038119722,0.0005491758887244248,0.0693988712631122,0.014632015305363745
299,hsbwhlolsn.mp4,0.5155275003310502,0.9461072643458948,0.6422342871453404,0.0005024361273739273,0.0212997465723673,0.009983612367520916
299,ldtgofdaqg.mp4,0.20980152035726574,0.7138229431660305,0.5028876194023687,0.005466777594705668,0.1639941948239236,0.019687522042986842
299,rktrpsdlci.mp4,0.5968567657745703,0.9391057943658346,0.7062822428105465,0.0004913100805146377,0.01903492816404246,0.007326140147032365
299,heiyoojifp.mp4,0.4484146403550849,0.8992310469190935,0.5320338918988822,0.00032985872004614173,0.02234854728714267,0.011189439767888549
299,uprwuohbwx.mp4,0.3116956870482159,0.6594449850604981,0.4251595868556987,0.00044177235680000165,0.017948893580755926,0.005987176974212335
299,wynotylpnm.mp4,0.19583434530704175,0.832331056229859,0.4290664097016007,0.0039909182495340215,0.05008822091562051,0.026212843382643708
299,yxvmusxvcz.mp4,0.6095540407302762,0.8793023741599599,0.7237582834338827,0.001397202691349291,0.01568495484743998,0.006331869292636125
299,xmkwsnuzyq.mp4,0.5347008007365589,0.9072061476696484,0.6216094676434561,0.0009413523835729614,0.017821731434111927,0.010111594639443803
299,fdpisghkmd.mp4,0.16250638638794923,0.8742726766838333,0.44972067770399843,0.003338947695295173,0.053267882596063756,0.026220793984591397
299,xchzardbfa.mp4,0.3021599907486402,0.6799031463937019,0.41556058300254917,0.008169497007876331,0.09540449318874267,0.0602211363387116
299,gvasarkpfh.mp4,0.15919560555428766,0.6199422763733475,0.3241507088382779,0.010334154149610154,0.2639266969098666,0.06416693883531605
299,nhsijqpoda.mp4,0.12798870392656475,0.6580633943950244,0.41083481665247257,0.007558654250950678,0.16372777123807425,0.040463090820688476
299,ybbrkacebd.mp4,0.2787319656249803,0.9418687940823228,0.611727940584682,0.000567725763106475,0.11449316007869809,0.01174688812547967
299,fnslimfagb.mp4,0.311132764326974,0.694854867891952,0.46029701172080556,0.00023684914173527428,0.016585302256502447,0.005363377657098988
299,didzujjhtg.mp4,0.2596914179345571,0.5819053027049782,0.3881846308404081,0.016089173033840058,0.07588584984838675,0.03123704007052209
299,ngvcqxjhyb.mp4,0.10694333214139184,0.9273325248152838,0.30854693653070625,0.001800328036986014,0.14996835213082105,0.05081318558417149
299,xkfliqnmwt.mp4,0.2736511006228051,0.6498896620175462,0.39085980018877453,0.0010537580436729352,0.028025936775549702,0.01477348536957425
299,jzupayeuln.mp4,0.2923966737993006,0.6313590321075697,0.43543574845667293,0.000614292049947009,0.02433449378000614,0.014054647290377422
299,eppyqpgewp.mp4,0.40720409772614174,0.8831919418970574,0.5173321556800113,0.0017990659945124443,0.042321370463883,0.024015859909940897
299,ljuuovfkgi.mp4,0.4462596861177718,0.7642676405672825,0.516541766951268,0.004891054314519576,0.07546019963693402,0.04433319378781281
299,doniqevxeg.mp4,0.37857914485152705,0.9765888673851444,0.6626836876803267,0.00014727580261820875,0.06016858658204899,0.008814783873255426
299,onbgbghesu.mp4,0.3642411979911229,0.7734418683467761,0.4887612340227446,0.004702950889806233,0.057794616902390614,0.030216493179186107
299,jvtjxreizj.mp4,0.36252496340508417,0.723396534997693,0.5339490534702147,0.0029722304707999808,0.05504014462546618,0.018526137442887062
299,wcqvzujamg.mp4,0.2992748771924691,0.7056346445947327,0.4980155975130717,0.007039706087211804,0.1051032584517353,0.023535914985484727
299,vokrpfjpeb.mp4,0.21522914045671024,0.9292060120633536,0.3875862465396411,0.0018577577571024203,0.10608600650382527,0.02397707091392421
299,apvzjkvnwn.mp4,0.35139908364925454,0.9721287877277057,0.624479210008296,0.00025580954176432054,0.09552683540774115,0.013040846499976406
299,knxltsvzyu.mp4,0.28493189782340944,0.7658772017358423,0.5767693370177578,0.003846125140839972,0.09354230257846183,0.01412222342073878
299,exxqlfpnbz.mp4,0.1553306243826677,0.57690842961747,0.3809360631267042,0.011227409618423332,0.17161375071431195,0.04677911675400413
299,lzbmwwejxb.mp4,0.24864683698961318,0.8646000972824768,0.4882448342551318,0.0019263487603006367,0.09848433872313445,0.03899287356787143
299,psjfwjzrrh.mp4,0.2164974851525842,0.5708774037041058,0.34508367601872436,0.0005667633526304111,0.023684687254392826,0.00858642933559357
299,nweufafotd.mp4,0.2321148500949835,0.6536964965508781,0.3380766028466011,0.00032355142686031445,0.02262256717813263,0.009203735342702678
299,ybnucgidtu.mp4,0.38215842787713467,0.7362124598755011,0.5361415148444983,0.004868801723476566,0.09516664138681008,0.020776640157238034
299,ddtbarpcgo.mp4,0.3143232286274525,0.86346722030047,0.498291597393937,0.0008536384495985173,0.06972624606791294,0.025021536494196826
299,qarqtkvgby.mp4,0.20958080971085224,0.6617226805408841,0.4028223781994949,0.010298621557095721,0.05798818871895339,0.032102625718125305
299,chqqxfuuzi.mp4,0.2113114562567435,0.6579041062708004,0.4121928217060716,0.010822532510893502,0.12935866320713876,0.02321026816436292
299,dpevefkefv.mp4,0.5105036885801871,0.9420944097067473,0.6471999549702415,0.0006361175248187625,0.02338731377799286,0.010324425907076495
299,kqlvggiqee.mp4,0.23415409383837882,0.968006083671303,0.6698994057280829,0.0002042330332118051,0.09947707704682521,0.010953237312906542
299,xdezcezszc.mp4,0.3550707407850951,0.7863840318086148,0.5490497811420663,0.003673748775778988,0.09441148900709102,0.018271005743367204
299,gnmmhlbzge.mp4,0.29606733377316197,0.6717976993221723,0.3162539662349832,0.009205975849238946,0.10931056957476414,0.10336184784081147
299,sylnrepacf.mp4,0.3445706466817337,0.8257819585274719,0.6178337319296328,0.001646711968334574,0.06187189858833113,0.014306704160034985
299,khtwrijuqn.mp4,0.32989540898393277,0.659020821708793,0.422340821880332,0.008373959147814133,0.06079096703476744,0.041146616512770656
299,lsmnqsnqld.mp4,0.31510669457852675,0.868443787002595,0.5527029287793576,0.0016636163939294025,0.07932268310368376,0.03330441022165697
299,yljecirelf.mp4,0.3471079436670212,0.7457981004619156,0.5647889678890152,0.0018341034223292086,0.03621845392676911,0.009582459485319555
299,vmxfwxgdei.mp4,0.2725411420286194,0.8214982541599727,0.5879217218616845,0.0006358574216614942,0.08458161364679558,0.005006891804682523
299,aayrffkzxn.mp4,0.32023175848336255,0.7386239081520806,0.4363903976943851,0.0002480995302865128,0.015108928493422847,0.0048860006993744695
298,ooafcxxfrs.mp4,0.24078965398084956,0.9591649528187491,0.5390950615854466,0.0005936914180127793,0.2658973509597112,0.04964971705979162
298,kvmpmhdxly.mp4,0.4545142107043209,0.8615306389655801,0.6243019744495577,0.0027354496314659703,0.08305537061178517,0.024002462724962124
298,fmhiujydwo.mp4,0.4368902102746238,0.9319137424094981,0.7008239493899251,0.00043910005234719016,0.04478688530670191,0.006658050691687117
298,orblnqzpra.mp4,0.29297677170823366,0.9345696306844371,0.5820781698088289,0.0008639161486044445,0.2746255479790275,0.038716164130095675
299,nfimdsszyf.mp4,0.45550297469786194,0.9558268509123458,0.6380638927522694,0.0010724545589438212,0.06803129579295975,0.027310984784587145
298,wfihvsniyz.mp4,0.3474620328616286,0.8877362054186194,0.6630119936668222,0.0004212838090059544,0.024037715397471522,0.00413615628966601
298,hntguogkqd.mp4,0.424244283690095,0.8730424138666358,0.6826717063003478,0.0012110551663066529,0.03934064128795131,0.007832239434105414
298,kwfdyqofzw.mp4,0.40729648460915774,0.8179037012295688,0.612788529353279,0.005219408595427474,0.06950758690455731,0.025670621790513163
298,hqxpzbyijx.mp4,0.4971361343963159,0.9106625015882801,0.5921693356350117,0.0015078279660968408,0.05954118911380432,0.026647584235800353
298,yhylappzid.mp4,0.44640582016108465,0.8871814997615015,0.6114696954854106,0.002050031609475601,0.047602037706026404,0.02570208888863483
298,uonwfowmfa.mp4,0.46869594698541694,0.9355271745249326,0.6468833581955574,0.00013491967025681747,0.012218255573143225,0.004089075080121725
298,fneqiqpqvs.mp4,0.4081006645716234,0.9251698980624431,0.7306536184036879,0.0002117451652348443,0.019312847609861804,0.0029225641554843826
298,djjgzhluss.mp4,0.4321970857405598,0.9182112323910061,0.7376813751436851,0.0006699377040339827,0.02372789959004058,0.0049097832927500334
299,blkbkvcffn.mp4,0.4893574772002643,0.9483703905383318,0.7090161556191572,0.00011387027769843909,0.0176196721203173,0.00429433679335855
298,qyefejorlb.mp4,0.31869766451168297,0.879202953293517,0.582415016590559,0.0036669516017839767,0.13365439796479361,0.049804657613356465
299,aokxvqadsx.mp4,0.40354747195535456,0.9468682529786245,0.7126725232447062,0.00014987704563303197,0.020772308758188654,0.00438024510051776
298,gsshxchgqv.mp4,0.29098227362606677,0.8738920425114121,0.6225487851649679,0.0006473394199729441,0.08723112646287211,0.008562827881001938
298,comqkwjrft.mp4,0.5105257576820115,0.9152912156300657,0.6212550639207269,0.001739385934946215,0.05265107427283531,0.027026058548755193
298,objgwnmscm.mp4,0.4734691962637041,0.869644636146557,0.6521918778632015,0.003354746556401314,0.08734728447766134,0.02547476500713315
298,lujvyveojc.mp4,0.3415293470093022,0.88148794670202,0.6572227601579292,0.0002910935937000197,0.026494272268748776,0.0037262482988346217
298,bcbqxhziqz.mp4,0.38500570610448387,0.8912160240639455,0.6778934623219949,0.0005312930825337048,0.03828666563895068,0.005536938264345095
298,rmhsahyvta.mp4,0.543494749738392,0.9431830780723907,0.6319050422895468,0.0011866755476746334,0.04041169659034304,0.022966021250706552
298,bnuwxhfahw.mp4,0.5581554863683369,0.926099731179815,0.698981911404819,0.00015429641661494282,0.007761324848001525,0.002922552988869342
298,mkzaekkvej.mp4,0.4620334482992215,0.7309226691560216,0.5345404717267088,0.007314404046096548,0.10607399003607093,0.050217147369565784
298,ptkcmwnfjv.mp4,0.4503932475812699,0.9100351510792165,0.585806598659495,0.001434049840836063,0.08086142786543084,0.02708747908365223
298,opsgvfjlgh.mp4,0.43997832300615775,0.8962406406576668,0.5912268223133099,0.0014821539888360108,0.04604733299737088,0.026187324392385657
298,zwswwwrefl.mp4,0.35839611238811764,0.8419567508071594,0.6501819277993968,0.002563651820434244,0.06598551312364026,0.014186708279003864
298,hbufmvbium.mp4,0.4550699803569507,0.9416819118257228,0.6633517654634663,0.00010175910810503931,0.013854246318256411,0.004044938373876676
298,fyyyoslpgo.mp4,0.39294938746241964,0.9639142720578685,0.6054682087149257,0.00045262549918993837,0.12441364177033035,0.02626164010987408
298,oznyyhvzxk.mp4,0.4318747888828722,0.815504606895145,0.5778378050062309,0.004218780075334829,0.07132199618505543,0.029821048264649486
299,xjzmkuxskq.mp4,0.6013579458997212,0.9355084372809105,0.7279891398499874,0.0015683585973093961,0.03331002158584684,0.014938000199852045
298,jpvkoxrueh.mp4,0.5131325740357139,0.6886270154540506,0.6073422915749832,0.014309101941682854,0.06443036109282674,0.02726586557594425
298,wapflpdhyi.mp4,0.40763468274034176,0.880368596251062,0.5446409757037924,0.0023010228398418916,0.09785251394125496,0.04117696812140289
298,vizerpsvbz.mp4,0.3111477462237526,0.9179335942012234,0.5629907415523552,0.0024051273648341242,0.13883087385103693,0.06324178339002087
298,cqxxumarvp.mp4,0.39961965005241123,0.8683948379863546,0.5205285138402396,0.001972802433864452,0.03164050029924825,0.018640936783632062
298,iyrafvzjnf.mp4,0.45785765781221494,0.9578854816338142,0.6069165143648121,0.0006368515716705288,0.11313901207963516,0.028727844554577223
299,jgdrcvviil.mp4,0.5102616047877544,0.9087731456316652,0.7076663507975746,0.0003212471303389382,0.0155770791146937,0.0033775448982759568
298,dvtpwatuja.mp4,0.28874754285391513,0.845722184129319,0.5462611554114979,0.0020202709666056365,0.05380028601192467,0.02011082236605389
299,nswtvttxre.mp4,0.48623636136640247,0.9534270087865654,0.6989355111542098,0.0009201059367329071,0.0684049062292675,0.015315047348616674
298,dzrrklwrgn.mp4,0.4570682010635023,0.7770552710084391,0.6021431156759023,0.006851595841787801,0.11391686857004417,0.025752043101472378
298,ocnqcaojtf.mp4,0.5937484205908198,0.8374378895460121,0.7024324451082585,0.0033954753329387783,0.018421767545442336,0.010469421098474254
298,junllgghcq.mp4,0.32022803462725835,0.92421471130877,0.5649250921368996,0.00044136353334082133,0.13906555838575263,0.06750726165260713
298,ouaowjmigq.mp4,0.59157686207686,0.9602542969530521,0.6909741278491427,0.00044758498260180553,0.022205507913571683,0.012747701798003667
298,cosghhimnd.mp4,0.4536097749825775,0.9513973219298095,0.5654315447989879,0.0006871123431776774,0.0839826205458186,0.029036049359340645
298,zlxfqidduw.mp4,0.45222435671443456,0.9484730612852967,0.6939558940489848,0.00042891542363875877,0.06554063366310099,0.00736675370807122
298,fqnvpbvfmf.mp4,0.4327945347532505,0.8394714863385062,0.5290798606859358,0.004700429253412213,0.05824511311001318,0.03973267029518888
298,frqfsucgao.mp4,0.37943308633533074,0.8710171915132228,0.5824166123367579,0.001789128592470064,0.12051557577936794,0.016727594307274288
298,papagllumt.mp4,0.48176991528907476,0.765646393475278,0.5839076794854932,0.006239182699220705,0.053851243867811927,0.02819516353541286
298,dvwpvqdflx.mp4,0.33634176774819097,0.8896804851611314,0.42085181821630485,0.0019147042716254458,0.12782094004272754,0.09608902493668761
298,vssmlqoiti.mp4,0.6138457587500653,0.8757943212705381,0.6962504749465707,0.0030095782581927855,0.02028352761865595,0.01237350755778421
298,nlbeldnhpa.mp4,0.5388392508210738,0.9272331288707181,0.6748265585704987,0.0015461442922645955,0.0384838380964662,0.017008894815262212
298,ekelfsnqof.mp4,0.33572833069840835,0.9008569401284161,0.6145960608541992,0.00216441811964897,0.1201605079563451,0.036047670912054575
298,ztyuiqrhdk.mp4,0.4976061644993479,0.9002111492045135,0.6263689125240461,0.0025660108820292063,0.0749958963731626,0.03088698793517338
299,znvdxgaoay.mp4,0.4762057095011814,0.8266480367949242,0.6850543146098977,0.005147500955848379,0.06718169199015911,0.019663071644641754
298,peysyddtmp.mp4,0.24220179462603317,0.7675777940740325,0.5488907360783026,0.0077577944892436345,0.2751679011204474,0.0382536782387973
298,rmpbqeawlq.mp4,0.6557503067173547,0.926495777788193,0.7510368562977271,0.00037733941560918154,0.008756758658667681,0.0028728515761002917
298,cnpanmywno.mp4,0.6669373987753312,0.9275655112356777,0.8001596942272798,0.0003389473919922556,0.006870493620376886,0.002063727606463747
298,tyojwenpaf.mp4,0.44699623829450724,0.9461994627943134,0.5879543761739192,0.0008809740939610206,0.11367816732517862,0.025971172778617553
298,obozirvzxd.mp4,0.33847784821665194,0.8534148457666367,0.6463402447429915,0.0021037716998816396,0.057204417188764685,0.013026261688651062
298,kpnakfmmlh.mp4,0.4468606633884834,0.9468323905314984,0.5338648221786919,0.0008028347502315345,0.04997002728367923,0.03267726596721054
298,gahgyuwzbu.mp4,0.28291565342373515,0.9189631246429113,0.508210626289079,3.585780430903509e-05,0.02240995010405123,0.006171830516174939
298,hhhvnhhqsc.mp4,0.41827610984811214,0.83938805921167,0.5841810152959128,0.0028721093611221568,0.06033912976631319,0.023406826328395258
298,bkuzquigyt.mp4,0.42953720923875494,0.8771666877777565,0.5891879486670205,0.0023722888821927106,0.03116407293391204,0.013580787022745091
298,xxzefxwyku.mp4,0.6056403174727433,0.8134261412062712,0.6676379212583392,0.004768447029962135,0.02069081214133195,0.014557564949634626
298,okjhfifjkr.mp4,0.6061646296933069,0.9118953562664005,0.7549308871257036,0.00025938791537682325,0.005013304892236153,0.001858557410422323
298,ijhhztmidr.mp4,0.4760977633460689,0.8033260134020644,0.5984771663622519,0.0054416330419467815,0.06153080704153856,0.025810808844629156
298,cxsvvnxpyz.mp4,0.46416428622487166,0.9667085705396656,0.7135967388433949,0.00014334536587834636,0.03238547538044102,0.005991862773192067
298,extbidooov.mp4,0.44844236826644945,0.9484446186300707,0.546594359166912,0.00020761643894815702,0.1294005408971332,0.09355998904637189
298,yietrwuncf.mp4,0.3336608744113877,0.8987707036872388,0.7244408573918265,0.0004687372965462431,0.03097717389475222,0.0032539462122614677
299,zilqucorio.mp4,0.5521646088885087,0.9215801755496841,0.6732802442897771,0.000256689066129623,0.010067742236157837,0.005394738287804358
298,mwwploizlj.mp4,0.6726771419935722,0.9434720087473749,0.8213350319924876,0.00021084715238627283,0.00550622100759722,0.0019182177124731775
298,hmxihwteht.mp4,0.33824441804111666,0.938886275262584,0.617193036820609,0.0007085341494132036,0.09120111973012049,0.013002853178144562
298,kvsndnymhm.mp4,0.5797369708499244,0.8808555274064813,0.7059818889603198,0.0023262948479912914,0.020307225245297003,0.009769055028294059
298,lyukjvgwoa.mp4,0.6068443314239289,0.8613570862626931,0.6952128932480178,0.0038761604678926326,0.02868960722071444,0.015474590296855797
298,tcsddvsewk.mp4,0.329475033433868,0.9078297285933106,0.6030909975498516,0.0011298889892131028,0.13549311534868333,0.014010068099110937
298,gzbagbdubm.mp4,0.44834823817042674,0.9352326636247197,0.532442620842096,0.0015643742766133627,0.047545751165734354,0.03541834461544363
298,bvpeerislp.mp4,0.45544871590401176,0.8894458833943188,0.5997021463425278,0.0019490676927381614,0.09275222818055143,0.02259998892790924
298,nzbgohmaja.mp4,0.2533870367864062,0.8421348212079692,0.6443785612269031,0.0023267696591593263,0.10065179745796833,0.016868522392644688
298,ywauoonmlr.mp4,0.6103772879389789,0.897625455480423,0.7416907320308627,0.0024694867450388365,0.02759728170306149,0.01076745734019761
298,sfsayjgzrh.mp4,0.46050179226499205,0.8533121472401552,0.6601856814829246,0.0037857694787343126,0.061995385886123106,0.02004015437571839
298,igpvrfjdzc.mp4,0.4512319926762891,0.9495852320979654,0.6019042835699072,0.0007449837239328585,0.09182972810874818,0.023426708339195586
298,scqcdvqiyq.mp4,0.5316961633932991,0.9307547195475543,0.7532815636780033,0.0003852126743068744,0.0143266125448454,0.0035383733227540536
298,qzpwniycty.mp4,0.6539795678132214,0.9736359775052845,0.7823659017680439,0.0001083268427109803,0.00980710321379822,0.00401671490477153
298,vvfszaosiv.mp4,0.43948218059796096,0.8843319992179636,0.4976877067466307,0.0025167443521937854,0.04438088325920983,0.03541566812213216
298,eynxajczkd.mp4,0.44311235176627567,0.8875104302317961,0.662013954114797,0.0011918667054139193,0.04461360330730903,0.009419009482768146
298,iedsgxqfuz.mp4,0.46272959585235374,0.9148757518990814,0.701735104423396,0.0009545151468810308,0.046355773836223545,0.007870435475771115
299,blszgmxkvu.mp4,0.565918995453914,0.8884628797727283,0.6922293236547475,0.00039047703676639784,0.009514048735398295,0.0037771269714560966
298,fwykevubzy.mp4,0.3551558292641196,0.8692315510822104,0.6210781810751307,0.0013719555985169042,0.05541596759957752,0.014210691777258958
299,gylcfcozce.mp4,0.5174770146540877,0.8742963766075503,0.7101470103813302,0.00303327554412185,0.05140218983640391,0.015078414081009144
298,wqdsarmger.mp4,0.5127447944576214,0.9548098602177342,0.7005910968116253,0.0004935060744471215,0.047936360858121516,0.01182144089344357
298,ypbtpunjvm.mp4,0.4024102968298661,0.9094723691605848,0.7103767357299182,0.00034999878794520227,0.022200241101897573,0.004189701674150794
298,xrhqtmxlvx.mp4,0.5790899161820583,0.8778407967658404,0.7191157719724323,0.00301513587892376,0.021476640802548908,0.01128626638885064
298,viteugozpv.mp4,0.4210785206088717,0.9796663123833922,0.6014856847540517,0.0001734995692053373,0.03103438412081401,0.014477043650646006
298,dmupfdcvca.mp4,0.5935940813761829,0.8667894451949709,0.6792628739241188,0.0027881215697141137,0.01962797801232356,0.01358616440128272
299,pdufsewrec.mp4,0.3813682371278436,0.9556377317404608,0.7396851355469621,0.00019659754780180036,0.04508753469549861,0.004404688390989453
299,nbdixxfjph.mp4,0.4205042780938896,0.8498840565717608,0.7142386323233963,0.0011900052676564806,0.026683872494800025,0.0047869077263760565
298,fpevfidstw.mp4,0.46439750775231625,0.9640363343501801,0.6772262747705051,0.00031618224744313383,0.05888644906615116,0.015501000342712774
299,qjqxfcgsyd.mp4,0.5301395087012771,0.9059093240202547,0.6215527178004174,0.0009877391002109527,0.0918846727785117,0.029072855692316643
299,wixbuuzygv.mp4,0.5471082271911081,0.9453258930073164,0.6753148335570857,0.0009448759257674074,0.043600632499601874,0.020115608218565506
299,nqvkiylfiy.mp4,0.6276455195931813,0.8993937302759318,0.7900506694386433,0.001025367267300489,0.023962348304728636,0.007289260192059485
299,jiavqbrkyk.mp4,0.4077759506298826,0.970063658380022,0.547316194407121,0.00018665997474820478,0.08699483429485938,0.04173107243569045
299,keioymnobc.mp4,0.6244442496418977,0.8974037909314119,0.7212534902207296,0.0011377824985682693,0.02268662248235893,0.010787729506718741
299,nymodlmxni.mp4,0.33583508655427624,0.94284929271004,0.639279048988423,0.0009670539891561787,0.155513875151516,0.02819803302259596
299,zfobicuigx.mp4,0.37386494890655625,0.9071901504552791,0.6661102405933967,0.0016785231579432341,0.1851930844866825,0.021931573109672857
299,hjhdhumvod.mp4,0.6782712576438759,0.9462515309523081,0.7859563653708258,0.000629518731158682,0.015072547241463464,0.0062365703464210736
299,eyguqfmgzh.mp4,0.5508270590793921,0.8521715764318533,0.6331657762576434,0.0026508179800297923,0.048463334498293244,0.02800499341818183
299,qjdtgggqym.mp4,0.5209843058047064,0.8787063415926034,0.6480146608762275,0.0028065368582778786,0.0711718767824551,0.03144798495143454
299,jzmzdispyo.mp4,0.48937238877379463,0.9785508224632838,0.7645805172993618,7.791206552926095e-05,0.05583717984553656,0.011070256952284219
299,uazbhwyysx.mp4,0.4102981898105718,0.8577789959912416,0.5770328957260368,0.0015543978809512918,0.02391716629826804,0.010010463943728811
299,fanibwbmoq.mp4,0.44898228828928216,0.7310260760234032,0.5523852416928681,0.0033633346496823686,0.022561549413899644,0.010543237286984
299,yiykshcbaz.mp4,0.15678323368525066,0.7918290137312574,0.3521162520202059,0.004538086265109913,0.11486043266562401,0.06419664396307326
299,evysmtpnrf.mp4,0.29602785771984363,0.8055527701853357,0.4349731173432317,0.0025785324809945932,0.04145863492927649,0.025678492968342376
299,ztyvglkcsf.mp4,0.48742990066064584,0.9701662310172254,0.604534154980573,0.0002093166840227631,0.01759865134008716,0.008150044732841972
299,fglewmddcn.mp4,0.40311167925156854,0.8499999910636425,0.5505803052846359,0.0014439869147502638,0.022954783693695913,0.010377077778260559
